field,region,id,nom_ville,code_ville,note
superficie,grand-est,28,saint-quirin,57,53
superficie,grand-est,29,vendeuvre-sur-barse,10,52
superficie,grand-est,30,vienne-le-château,51,51
superficie,grand-est,31,gondrecourt-le-château,55,51
superficie,grand-est,32,arc-en-barrois,52,50
superficie,grand-est,33,les-hauts-de-chee,55,50
superficie,grand-est,34,xertigny,88,50
superficie,grand-est,35,rocroi,08,50
superficie,grand-est,36,thionville,57,50
superficie,grand-est,37,lembach,67,49
superficie,grand-est,38,montmirail,51,49
superficie,grand-est,39,breuvannes-en-bassigny,52,49
superficie,grand-est,40,hadol,88,49
superficie,grand-est,41,rolampont,52,49
superficie,grand-est,42,saint-dizier,52,48
superficie,grand-est,43,wissembourg,67,48
superficie,grand-est,44,dabo,57,48
superficie,grand-est,45,reims,51,47
superficie,grand-est,46,la-porte-du-der,52,47
superficie,grand-est,47,orbey,68,46
superficie,grand-est,48,saint-die-des-vosges,88,46
superficie,grand-est,49,latrecey-ormoy-sur-aube,52,46
superficie,grand-est,50,haute-amance,52,46
superficie,hauts-de-france,1,locquignol,59,98
superficie,hauts-de-france,2,crecy-en-ponthieu,80,57
superficie,hauts-de-france,3,sissonne,02,54
superficie,hauts-de-france,4,compiegne,60,53
superficie,hauts-de-france,5,hornoy-le-bourg,80,51
superficie,hauts-de-france,6,amiens,80,50
superficie,hauts-de-france,7,le-nouvion-en-thierache,02,48
superficie,hauts-de-france,8,morbecque,59,44
superficie,hauts-de-france,9,dunkerque,59,44
superficie,hauts-de-france,10,bailleul,59,43
superficie,hauts-de-france,11,laon,02,42
superficie,hauts-de-france,12,villers-cotterets,02,42
superficie,hauts-de-france,13,saint-michel,02,42
superficie,hauts-de-france,14,vallees-en-champagne,02,41
superficie,hauts-de-france,15,dhuys-et-morin-en-brie,02,40
superficie,hauts-de-france,16,trelon,59,39
superficie,hauts-de-france,17,bourbourg,59,38
superficie,hauts-de-france,18,quend,80,38
superficie,hauts-de-france,19,les-septvallons,02,38
superficie,hauts-de-france,20,loon-plage,59,36
superficie,hauts-de-france,21,ghyvelde,59,36
superficie,hauts-de-france,22,lille,59,35
superficie,hauts-de-france,23,hescamps,80,35
superficie,hauts-de-france,24,hirson,02,34
superficie,hauts-de-france,25,saint-amand-les-eaux,59,34
superficie,hauts-de-france,26,oye-plage,62,34
superficie,hauts-de-france,27,calais,62,34
superficie,hauts-de-france,28,saint-quentin-en-tourmont,80,33
superficie,hauts-de-france,29,fontaine-chaalis,60,33
superficie,hauts-de-france,30,raismes,59,33
superficie,hauts-de-france,31,doullens,80,33
superficie,hauts-de-france,32,beauvais,60,33
superficie,hauts-de-france,33,aire-sur-la-lys,62,33
superficie,hauts-de-france,34,marck,62,32
superficie,hauts-de-france,35,bohain-en-vermandois,02,32
superficie,hauts-de-france,36,nizy-le-comte,02,32
superficie,hauts-de-france,37,saint-gobain,02,30
superficie,hauts-de-france,38,steenvoorde,59,30
superficie,hauts-de-france,39,teteghem-coudekerque-village,59,30
superficie,hauts-de-france,40,juvincourt-et-damary,02,30
superficie,hauts-de-france,41,coulonges-cohan,02,29
superficie,hauts-de-france,42,rue,80,29
superficie,hauts-de-france,43,essomes-sur-marne,02,29
superficie,hauts-de-france,44,vignacourt,80,29
superficie,hauts-de-france,45,crepy,02,28
superficie,hauts-de-france,46,warhem,59,28
superficie,hauts-de-france,47,lucheux,80,28
superficie,hauts-de-france,48,amifontaine,02,28
superficie,hauts-de-france,49,la-neuville-en-hez,60,28
superficie,hauts-de-france,50,ribemont,02,27
superficie,ile-de-france,1,fontainebleau,77,172
superficie,ile-de-france,2,paris,75,105
superficie,ile-de-france,3,saint-germain-en-laye,78,52
superficie,ile-de-france,4,chenoise-cucharmoy,77,49
superficie,ile-de-france,5,sonchamp,78,46
superficie,ile-de-france,6,jouarre,77,42
superficie,ile-de-france,7,etampes,91,41
superficie,ile-de-france,8,jouy-le-châtel,77,38
superficie,ile-de-france,9,louan-villegruis-fontaine,77,38
superficie,ile-de-france,10,beautheil-saints,77,38
superficie,ile-de-france,11,lumigny-nesles-ormeaux,77,36
superficie,ile-de-france,12,saint-leger-en-yvelines,78,35
superficie,ile-de-france,13,rambouillet,78,35
superficie,ile-de-france,14,milly-la-foret,91,34
superficie,ile-de-france,15,le-merevillois,91,33
superficie,ile-de-france,16,moret-loing-et-orvanne,77,33
superficie,ile-de-france,17,villiers-saint-georges,77,33
superficie,ile-de-france,18,egreville,77,32
superficie,ile-de-france,19,dourdan,91,31
superficie,ile-de-france,20,morigny-champigny,91,31
superficie,ile-de-france,21,noisy-sur-ecole,77,30
superficie,ile-de-france,22,mitry-mory,77,30
superficie,ile-de-france,23,château-landon,77,29
superficie,ile-de-france,24,chalo-saint-mars,91,29
superficie,ile-de-france,25,larchant,77,29
superficie,ile-de-france,26,la-grande-paroisse,77,29
superficie,ile-de-france,27,la-croix-en-brie,77,29
superficie,ile-de-france,28,beauchery-saint-martin,77,28
superficie,ile-de-france,29,souppes-sur-loing,77,28
superficie,ile-de-france,30,voinsles,77,28
superficie,ile-de-france,31,favieres,77,28
superficie,ile-de-france,32,aubepierre-ozouer-le-repos,77,27
superficie,ile-de-france,33,vaudoy-en-brie,77,27
superficie,ile-de-france,34,prunay-en-yvelines,78,27
superficie,ile-de-france,35,fontenailles,77,27
superficie,ile-de-france,36,poligny,77,27
superficie,ile-de-france,37,angerville,91,26
superficie,ile-de-france,38,gazeran,78,26
superficie,ile-de-france,39,ablis,78,26
superficie,ile-de-france,40,verdelot,77,26
superficie,ile-de-france,41,versailles,78,26
superficie,ile-de-france,42,voulton,77,26
superficie,ile-de-france,43,choisy-en-brie,77,25
superficie,ile-de-france,44,grandpuits-bailly-carrois,77,25
superficie,ile-de-france,45,la-boissiere-ecole,78,25
superficie,ile-de-france,46,nangis,77,24
superficie,ile-de-france,47,chaintreaux,77,24
superficie,ile-de-france,48,gambais,78,23
superficie,ile-de-france,49,rampillon,77,23
superficie,ile-de-france,50,chevry-en-sereine,77,23
superficie,normandie,1,souleuvre-en-bocage,14,187
superficie,normandie,2,livarot-pays-dauge,14,181
superficie,normandie,3,gouffern-en-auge,61,166
superficie,normandie,4,mesnil-en-ouche,27,165
superficie,normandie,5,valdalliere,14,158
superficie,normandie,6,longny-les-villages,61,152
superficie,normandie,7,la-hague,50,149
superficie,normandie,8,saint-pierre-en-auge,14,145
superficie,normandie,9,vire-normandie,14,139
superficie,normandie,10,carentan-les-marais,50,133
superficie,normandie,11,la-ferte-en-ouche,61,132
superficie,normandie,12,mesnils-sur-iton,27,125
superficie,normandie,13,noues-de-sienne,14,118
superficie,normandie,14,vexin-sur-epte,27,114
superficie,normandie,15,mezidon-vallee-dauge,14,103
superficie,normandie,16,tourouvre-au-perche,61,94
superficie,normandie,17,tinchebray-bocage,61,91
superficie,normandie,18,petit-caux,76,91
superficie,normandie,19,perche-en-noce,61,87
superficie,normandie,20,saint-james,50,86
superficie,normandie,21,juvigny-val-dandaine,61,80
superficie,normandie,22,athis-val-de-rouvre,61,77
superficie,normandie,23,bricquebec-en-cotentin,50,77
superficie,normandie,24,putanges-le-lac,61,77
superficie,normandie,25,belforet-en-perche,61,75
superficie,normandie,26,isigny-le-buat,50,73
superficie,normandie,27,cherbourg-en-cotentin,50,69
superficie,normandie,28,les-monts-daunay,14,69
superficie,normandie,29,le-teilleul,50,67
superficie,normandie,30,picauville,50,65
superficie,normandie,31,domfront-en-poiraie,61,65
superficie,normandie,32,la-haye-du-puits,50,64
superficie,normandie,33,val-au-perche,61,63
superficie,normandie,34,conde-en-normandie,14,63
superficie,normandie,35,mortain-bocage,50,63
superficie,normandie,36,isigny-sur-mer,14,61
superficie,normandie,37,pontorson,50,61
superficie,normandie,38,ceton,61,59
superficie,normandie,39,juvigny-les-vallees,50,57
superficie,normandie,40,verneuil-davre-et-diton,27,56
superficie,normandie,41,breteuil,27,55
superficie,normandie,42,arelaune-en-seine,76,54
superficie,normandie,43,saint-sauveur-villages,50,54
superficie,normandie,44,lonlay-labbaye,61,53
superficie,normandie,45,sourdeval,50,52
superficie,normandie,46,sainte-mere-eglise,50,52
superficie,normandie,47,sablons-sur-huisne,61,52
superficie,normandie,48,vatteville-la-rue,76,51
superficie,normandie,49,remalard-en-perche,61,51
superficie,normandie,50,quettreville-sur-sienne,50,49
superficie,nouvelle-aquitaine,1,laruns,64,249
superficie,nouvelle-aquitaine,2,lacanau,33,214
superficie,nouvelle-aquitaine,3,hourtin,33,191
superficie,nouvelle-aquitaine,4,bressuire,79,181
superficie,nouvelle-aquitaine,5,la-teste-de-buch,33,180
superficie,nouvelle-aquitaine,6,carcans,33,175
superficie,nouvelle-aquitaine,7,sabres,40,160
superficie,nouvelle-aquitaine,8,luxey,40,160
superficie,nouvelle-aquitaine,9,biscarrosse,40,160
superficie,nouvelle-aquitaine,10,belin-beliet,33,156
superficie,nouvelle-aquitaine,11,mareuil-en-perigord,24,150
superficie,nouvelle-aquitaine,12,le-porge,33,149
superficie,nouvelle-aquitaine,13,sore,40,148
superficie,nouvelle-aquitaine,14,pissos,40,141
superficie,nouvelle-aquitaine,15,salles,33,138
superficie,nouvelle-aquitaine,16,morcenx-la-nouvelle,40,138
superficie,nouvelle-aquitaine,17,saint-laurent-medoc,33,137
superficie,nouvelle-aquitaine,18,mios,33,137
superficie,nouvelle-aquitaine,19,lanton,33,136
superficie,nouvelle-aquitaine,20,rion-des-landes,40,134
superficie,nouvelle-aquitaine,21,brantome-en-perigord,24,133
superficie,nouvelle-aquitaine,22,onesse-laharie,40,132
superficie,nouvelle-aquitaine,23,sainte-helene,33,128
superficie,nouvelle-aquitaine,24,larrau,64,127
superficie,nouvelle-aquitaine,25,val-doire-et-gartempe,87,121
superficie,nouvelle-aquitaine,26,saint-jean-dillac,33,121
superficie,nouvelle-aquitaine,27,mauleon,79,121
superficie,nouvelle-aquitaine,28,captieux,33,119
superficie,nouvelle-aquitaine,29,argentonnay,79,117
superficie,nouvelle-aquitaine,30,boivre-la-vallee,86,117
superficie,nouvelle-aquitaine,31,mimizan,40,115
superficie,nouvelle-aquitaine,32,lit-et-mixe,40,113
superficie,nouvelle-aquitaine,33,parentis-en-born,40,112
superficie,nouvelle-aquitaine,34,ychoux,40,111
superficie,nouvelle-aquitaine,35,saugnacq-et-muret,40,109
superficie,nouvelle-aquitaine,36,le-barp,33,107
superficie,nouvelle-aquitaine,37,saint-symphorien,33,106
superficie,nouvelle-aquitaine,38,bassillac-et-auberoche,24,103
superficie,nouvelle-aquitaine,39,escource,40,103
superficie,nouvelle-aquitaine,40,losse,40,103
superficie,nouvelle-aquitaine,41,lesperon,40,103
superficie,nouvelle-aquitaine,42,saint-yrieix-la-perche,87,101
superficie,nouvelle-aquitaine,43,vendays-montalivet,33,101
superficie,nouvelle-aquitaine,44,cestas,33,100
superficie,nouvelle-aquitaine,45,soustons,40,100
superficie,nouvelle-aquitaine,46,naujac-sur-mer,33,99
superficie,nouvelle-aquitaine,47,nueil-les-aubiers,79,99
superficie,nouvelle-aquitaine,48,solferino,40,98
superficie,nouvelle-aquitaine,49,lathus-saint-remy,86,98
superficie,nouvelle-aquitaine,50,lüe,40,97
superficie,occitanie,1,gavarnie-gedre,65,227
superficie,occitanie,2,severac-daveyron,12,209
superficie,occitanie,3,narbonne,11,173
superficie,occitanie,4,millau,12,168
superficie,occitanie,5,pont-de-montvert---sud-mont-lozere,48,167
superficie,occitanie,6,mont-lozere-et-goulet,48,166
superficie,occitanie,7,auzat,09,163
superficie,occitanie,8,nimes,30,162
superficie,occitanie,9,massegros-causses-gorges,48,159
superficie,occitanie,10,cauterets,65,157
superficie,occitanie,11,saint-gilles,30,154
superficie,occitanie,12,aston,09,154
superficie,occitanie,13,peyre-en-aubrac,48,153
superficie,occitanie,14,argences-en-aubrac,12,152
superficie,occitanie,15,monts-de-randon,48,147
superficie,occitanie,16,prats-de-mollo-la-preste,66,145
superficie,occitanie,17,gorges-du-tarn-causses,48,144
superficie,occitanie,18,sousceyrac-en-quercy,46,140
superficie,occitanie,19,montauban,82,135
superficie,occitanie,20,bagneres-de-bigorre,65,126
superficie,occitanie,21,toulouse,31,118
superficie,occitanie,22,montredon-labessonnie,81,111
superficie,occitanie,23,saint-affrique,12,111
superficie,occitanie,24,vauvert,30,110
superficie,occitanie,25,nant,12,109
superficie,occitanie,26,aragnouet,65,108
superficie,occitanie,27,conques-en-rouergue,12,106
superficie,occitanie,28,meyrueis,48,105
superficie,occitanie,29,saint-antonin-noble-val,82,105
superficie,occitanie,30,la-canourgue,48,104
superficie,occitanie,31,fontrieu,81,103
superficie,occitanie,32,arrens-marsous,65,101
superficie,occitanie,33,castres,81,98
superficie,occitanie,34,ustou,09,98
superficie,occitanie,35,caylus,82,97
superficie,occitanie,36,condom,32,97
superficie,occitanie,37,beziers,34,95
superficie,occitanie,38,val-daigoual,30,95
superficie,occitanie,39,campan,65,95
superficie,occitanie,40,salles-curan,12,94
superficie,occitanie,41,murat-sur-vebre,81,94
superficie,occitanie,42,cornus,12,93
superficie,occitanie,43,saint-lary-soulan,65,91
superficie,occitanie,44,lacaune,81,91
superficie,occitanie,45,saint-laurent-daigouze,30,90
superficie,occitanie,46,saint-geniez-dolt-et-daubrac,12,90
superficie,occitanie,47,hures-la-parade,48,89
superficie,occitanie,48,castelnau-de-montmiral,81,89
superficie,occitanie,49,la-salvetat-sur-agout,34,88
superficie,occitanie,50,angoustrine-villeneuve-des-escaldes,66,88
superficie,pays-de-la-loire,1,chemille-en-anjou,49,324
superficie,pays-de-la-loire,2,noyant-villages,49,299
superficie,pays-de-la-loire,3,bauge-en-anjou,49,268
superficie,pays-de-la-loire,4,segre-en-anjou-bleu,49,242
superficie,pays-de-la-loire,5,beaupreau-en-mauges,49,230
superficie,pays-de-la-loire,6,sevremoine,49,213
superficie,pays-de-la-loire,7,ombree-danjou,49,202
superficie,pays-de-la-loire,8,montrevault-sur-evre,49,199
superficie,pays-de-la-loire,9,mauges-sur-loire,49,192
superficie,pays-de-la-loire,10,vallons-de-lerdre,44,189
superficie,pays-de-la-loire,11,lys-haut-layon,49,179
superficie,pays-de-la-loire,12,oree-danjou,49,156
superficie,pays-de-la-loire,13,doue-en-anjou,49,149
superficie,pays-de-la-loire,14,gennes-val-de-loire,49,145
superficie,pays-de-la-loire,15,les-hauts-danjou,49,143
superficie,pays-de-la-loire,16,val-derdre-auxence,49,130
superficie,pays-de-la-loire,17,brissac-loire-aubance,49,121
superficie,pays-de-la-loire,18,loireauxence,44,118
superficie,pays-de-la-loire,19,montaigu-vendee,85,117
superficie,pays-de-la-loire,20,loire-authion,49,114
superficie,pays-de-la-loire,21,guemene-penfao,44,106
superficie,pays-de-la-loire,22,plesse,44,104
superficie,pays-de-la-loire,23,blain,44,102
superficie,pays-de-la-loire,24,essarts-en-bocage,85,100
superficie,pays-de-la-loire,25,longue-jumelles,49,96
superficie,pays-de-la-loire,26,bellevigne-en-layon,49,94
superficie,pays-de-la-loire,27,pornic,44,94
superficie,pays-de-la-loire,28,erdre-en-anjou,49,90
superficie,pays-de-la-loire,29,talmont-saint-hilaire,85,90
superficie,pays-de-la-loire,30,les-herbiers,85,89
superficie,pays-de-la-loire,31,sevremont,85,89
superficie,pays-de-la-loire,32,la-roche-sur-yon,85,88
superficie,pays-de-la-loire,33,morannes-sur-sarthe-daumeray,49,88
superficie,pays-de-la-loire,34,cholet,49,87
superficie,pays-de-la-loire,35,villeneuve-en-perseigne,72,87
superficie,pays-de-la-loire,36,les-sables-dolonne,85,86
superficie,pays-de-la-loire,37,saint-joachim,44,86
superficie,pays-de-la-loire,38,machecoul-saint-meme,44,85
superficie,pays-de-la-loire,39,chantonnay,85,83
superficie,pays-de-la-loire,40,guerande,44,81
superficie,pays-de-la-loire,41,aizenay,85,81
superficie,pays-de-la-loire,42,chaumes-en-retz,44,77
superficie,pays-de-la-loire,43,avessac,44,76
superficie,pays-de-la-loire,44,heric,44,74
superficie,pays-de-la-loire,45,villeneuve-en-retz,44,74
superficie,pays-de-la-loire,46,la-fleche,72,74
superficie,pays-de-la-loire,47,le-poire-sur-vie,85,72
superficie,pays-de-la-loire,48,vimartin-sur-orthe,53,72
superficie,pays-de-la-loire,49,herbignac,44,71
superficie,pays-de-la-loire,50,guenrouet,44,70
superficie,provence-alpes-cote-dazur,1,gradignan,33,4.5
superficie,provence-alpes-cote-dazur,2,saint-prix,95,4.5
superficie,provence-alpes-cote-dazur,3,roscoff,29,4.4
superficie,provence-alpes-cote-dazur,4,gemenos,13,4.4
superficie,provence-alpes-cote-dazur,5,montevrain,77,4.4
superficie,provence-alpes-cote-dazur,6,beaucouze,49,4.4
superficie,provence-alpes-cote-dazur,7,paray-le-monial,71,4.4
superficie,provence-alpes-cote-dazur,8,magny-le-hongre,77,4.3
superficie,provence-alpes-cote-dazur,9,pacy-sur-eure,27,4.3
superficie,provence-alpes-cote-dazur,10,plan-de-cuques,13,4.3
superficie,provence-alpes-cote-dazur,11,entraigues-sur-la-sorgue,84,4.3
superficie,provence-alpes-cote-dazur,12,montaigu-vendee,85,4.3
superficie,provence-alpes-cote-dazur,13,saint-gilles-croix-de-vie,85,4.3
superficie,provence-alpes-cote-dazur,14,gournay-sur-marne,93,4.3
superficie,provence-alpes-cote-dazur,15,la-bourboule,63,4.3
superficie,provence-alpes-cote-dazur,16,velizy-villacoublay,78,4.3
superficie,provence-alpes-cote-dazur,17,blanquefort,33,4.3
superficie,provence-alpes-cote-dazur,18,carrieres-sur-seine,78,4.3
superficie,provence-alpes-cote-dazur,19,la-londe-les-maures,83,4.3
superficie,provence-alpes-cote-dazur,20,saint-gely-du-fesc,34,4.2
superficie,provence-alpes-cote-dazur,21,le-plessis-robinson,92,4.2
superficie,provence-alpes-cote-dazur,22,landerneau,29,4.2
superficie,provence-alpes-cote-dazur,23,baud,56,4.2
superficie,provence-alpes-cote-dazur,24,nogent-sur-seine,10,4.2
superficie,provence-alpes-cote-dazur,25,ifs,14,4.2
superficie,provence-alpes-cote-dazur,26,cesson,77,4.2
superficie,provence-alpes-cote-dazur,27,lieusaint,77,4.2
superficie,provence-alpes-cote-dazur,28,saint-cheron,91,4.2
superficie,provence-alpes-cote-dazur,29,blere,37,4.2
superficie,provence-alpes-cote-dazur,30,saint-etienne-de-montluc,44,4.2
superficie,provence-alpes-cote-dazur,31,houdan,78,4.2
superficie,provence-alpes-cote-dazur,32,servian,34,4.2
superficie,provence-alpes-cote-dazur,33,pont-labbe,29,4.2
superficie,provence-alpes-cote-dazur,34,aizenay,85,4.2
superficie,provence-alpes-cote-dazur,35,yerres,91,4.2
superficie,provence-alpes-cote-dazur,36,sevres,92,4.2
superficie,provence-alpes-cote-dazur,37,bondues,59,4.1
superficie,provence-alpes-cote-dazur,38,la-grande-motte,34,4.1
superficie,provence-alpes-cote-dazur,39,viroflay,78,4.1
superficie,provence-alpes-cote-dazur,40,joinville-le-pont,94,4.1
superficie,provence-alpes-cote-dazur,41,culoz-beon,01,4.1
superficie,provence-alpes-cote-dazur,42,poisy,74,4.1
superficie,provence-alpes-cote-dazur,43,illkirch-graffenstaden,67,4.1
superficie,provence-alpes-cote-dazur,44,maule,78,4.1
superficie,provence-alpes-cote-dazur,45,fontainebleau,77,4.1
superficie,provence-alpes-cote-dazur,46,saint-germain-en-laye,78,4.1
superficie,provence-alpes-cote-dazur,47,châteaubriant,44,4.1
superficie,provence-alpes-cote-dazur,48,saint-loubes,33,4.1
superficie,provence-alpes-cote-dazur,49,vincennes,94,4.1
superficie,provence-alpes-cote-dazur,50,tournefeuille,31,4.1
densite,auvergne-rhone-alpes,1,lyon,69,10 880
densite,auvergne-rhone-alpes,2,villeurbanne,69,10 462
densite,auvergne-rhone-alpes,3,grenoble,38,8 749
densite,auvergne-rhone-alpes,4,annemasse,74,7 584
densite,auvergne-rhone-alpes,5,oullins,69,6 778
densite,auvergne-rhone-alpes,6,ambilly,74,6 166
densite,auvergne-rhone-alpes,7,echirolles,38,4 606
densite,auvergne-rhone-alpes,8,venissieux,69,4 424
densite,auvergne-rhone-alpes,9,chamalieres,63,4 364
densite,auvergne-rhone-alpes,10,caluire-et-cuire,69,4 357
densite,auvergne-rhone-alpes,11,bron,69,4 305
densite,auvergne-rhone-alpes,12,vichy,03,4 298
densite,auvergne-rhone-alpes,13,saint-martin-dheres,38,4 273
densite,auvergne-rhone-alpes,14,villefranche-sur-saone,69,3 990
densite,auvergne-rhone-alpes,15,fontaines-sur-saone,69,3 524
densite,auvergne-rhone-alpes,16,sathonay-camp,69,3 429
densite,auvergne-rhone-alpes,17,clermont-ferrand,63,3 426
densite,auvergne-rhone-alpes,18,la-mulatiere,69,3 298
densite,auvergne-rhone-alpes,19,fontaine,38,3 270
densite,auvergne-rhone-alpes,20,saint-fons,69,3 227
densite,auvergne-rhone-alpes,21,sainte-foy-les-lyon,69,3 123
densite,auvergne-rhone-alpes,22,chambery,73,2 850
densite,auvergne-rhone-alpes,23,tassin-la-demi-lune,69,2 835
densite,auvergne-rhone-alpes,24,beaumont,63,2 663
densite,auvergne-rhone-alpes,25,pierre-benite,69,2 629
densite,auvergne-rhone-alpes,26,gaillard,74,2 544
densite,auvergne-rhone-alpes,27,vaulx-en-velin,69,2 483
densite,auvergne-rhone-alpes,28,aix-les-bains,73,2 452
densite,auvergne-rhone-alpes,29,craponne,69,2 381
densite,auvergne-rhone-alpes,30,thonon-les-bains,74,2 314
densite,auvergne-rhone-alpes,31,evian-les-bains,74,2 304
densite,auvergne-rhone-alpes,32,ecully,69,2 295
densite,auvergne-rhone-alpes,33,ville-la-grand,74,2 292
densite,auvergne-rhone-alpes,34,rillieux-la-pape,69,2 232
densite,auvergne-rhone-alpes,35,ferney-voltaire,01,2 184
densite,auvergne-rhone-alpes,36,rive-de-gier,42,2 173
densite,auvergne-rhone-alpes,37,roanne,42,2 173
densite,auvergne-rhone-alpes,38,saint-etienne,42,2 159
densite,auvergne-rhone-alpes,39,larbresle,69,2 151
densite,auvergne-rhone-alpes,40,moulins,03,2 149
densite,auvergne-rhone-alpes,41,jacob-bellecombette,73,2 091
densite,auvergne-rhone-alpes,42,saint-priest-en-jarez,42,2 055
densite,auvergne-rhone-alpes,43,pont-de-cheruy,38,2 032
densite,auvergne-rhone-alpes,44,les-roches-de-condrieu,38,2 007
densite,auvergne-rhone-alpes,45,eybens,38,1 995
densite,auvergne-rhone-alpes,46,champagne-au-mont-dor,69,1 979
densite,auvergne-rhone-alpes,47,annecy,74,1 966
densite,auvergne-rhone-alpes,48,lisle-dabeau,38,1 912
densite,auvergne-rhone-alpes,49,francheville,69,1 901
densite,auvergne-rhone-alpes,50,le-pont-de-claix,38,1 801
densite,bourgogne-franche-comte,1,dijon,21,3 984
densite,bourgogne-franche-comte,2,chalon-sur-saone,71,3 002
densite,bourgogne-franche-comte,3,belfort,90,2 656
densite,bourgogne-franche-comte,4,talant,21,2 379
densite,bourgogne-franche-comte,5,fontaine-les-dijon,21,2 212
densite,bourgogne-franche-comte,6,lons-le-saunier,39,2 130
densite,bourgogne-franche-comte,7,chenove,21,2 064
densite,bourgogne-franche-comte,8,nevers,58,1 931
densite,bourgogne-franche-comte,9,cravanche,90,1 928
densite,bourgogne-franche-comte,10,sochaux,25,1 898
densite,bourgogne-franche-comte,11,besançon,25,1 834
densite,bourgogne-franche-comte,12,montbeliard,25,1 705
densite,bourgogne-franche-comte,13,vesoul,70,1 681
densite,bourgogne-franche-comte,14,audincourt,25,1 549
densite,bourgogne-franche-comte,15,mâcon,71,1 276
densite,bourgogne-franche-comte,16,sens,89,1 229
densite,bourgogne-franche-comte,17,grand-charmont,25,1 171
densite,bourgogne-franche-comte,18,le-creusot,71,1 152
densite,bourgogne-franche-comte,19,quetigny,21,1 109
densite,bourgogne-franche-comte,20,exincourt,25,1 082
densite,bourgogne-franche-comte,21,valentigney,25,1 077
densite,bourgogne-franche-comte,22,valdoie,90,1 047
densite,bourgogne-franche-comte,23,saint-jean-de-losne,21,1 020
densite,bourgogne-franche-comte,24,beaucourt,90,1 001
densite,bourgogne-franche-comte,25,montceau-les-mines,71,990
densite,bourgogne-franche-comte,26,vieux-charmont,25,958
densite,bourgogne-franche-comte,27,bavilliers,90,919
densite,bourgogne-franche-comte,28,chevigny-saint-sauveur,21,912
densite,bourgogne-franche-comte,29,arbouans,25,898
densite,bourgogne-franche-comte,30,ecole-valentin,25,887
densite,bourgogne-franche-comte,31,fourchambault,58,807
densite,bourgogne-franche-comte,32,longvic,21,789
densite,bourgogne-franche-comte,33,bethoncourt,25,758
densite,bourgogne-franche-comte,34,saint-apollinaire,21,749
densite,bourgogne-franche-comte,35,seloncourt,25,723
densite,bourgogne-franche-comte,36,fesches-le-châtel,25,721
densite,bourgogne-franche-comte,37,sainte-suzanne,25,711
densite,bourgogne-franche-comte,38,courcelles-les-montbeliard,25,703
densite,bourgogne-franche-comte,39,novillars,25,698
densite,bourgogne-franche-comte,40,auxerre,89,696
densite,bourgogne-franche-comte,41,offemont,90,685
densite,bourgogne-franche-comte,42,sennecey-les-dijon,21,682
densite,bourgogne-franche-comte,43,saint-remy,71,654
densite,bourgogne-franche-comte,44,beaune,21,646
densite,bourgogne-franche-comte,45,delle,90,631
densite,bourgogne-franche-comte,46,dole,39,626
densite,bourgogne-franche-comte,47,montchanin,71,622
densite,bourgogne-franche-comte,48,saint-marcel,71,620
densite,bourgogne-franche-comte,49,charnay-les-mâcon,71,613
densite,bourgogne-franche-comte,50,danjoutin,90,590
densite,bretagne,1,rennes,35,4 502
densite,bretagne,2,lorient,56,3 403
densite,bretagne,3,brest,29,2 792
densite,bretagne,4,port-louis,56,2 679
densite,bretagne,5,guingamp,22,2 368
densite,bretagne,6,fougeres,35,2 065
densite,bretagne,7,auray,56,2 032
densite,bretagne,8,saint-brieuc,22,2 010
densite,bretagne,9,le-relecq-kerhuon,29,1 965
densite,bretagne,10,vannes,56,1 701
densite,bretagne,11,châteauneuf-dille-et-vilaine,35,1 693
densite,bretagne,12,dinan,22,1 631
densite,bretagne,13,guilvinec,29,1 341
densite,bretagne,14,lanester,56,1 279
densite,bretagne,15,saint-malo,35,1 279
densite,bretagne,16,dinard,35,1 277
densite,bretagne,17,landerneau,29,1 247
densite,bretagne,18,treguier,22,1 205
densite,bretagne,19,larmor-plage,56,1 188
densite,bretagne,20,saint-jacques-de-la-lande,35,1 138
densite,bretagne,21,guemene-sur-scorff,56,1 097
densite,bretagne,22,etel,56,1 028
densite,bretagne,23,locmiquelic,56,1 019
densite,bretagne,24,pontrieux,22,998
densite,bretagne,25,quintin,22,928
densite,bretagne,26,locmine,56,925
densite,bretagne,27,langueux,22,876
densite,bretagne,28,la-trinite-surzur,56,861
densite,bretagne,29,chantepie,35,853
densite,bretagne,30,la-richardais,35,845
densite,bretagne,31,hennebont,56,829
densite,bretagne,32,chartres-de-bretagne,35,824
densite,bretagne,33,locquenole,29,799
densite,bretagne,34,saint-quay-portrieux,22,794
densite,bretagne,35,vezin-le-coquet,35,792
densite,bretagne,36,quimper,29,758
densite,bretagne,37,ile-tudy,29,741
densite,bretagne,38,montgermont,35,738
densite,bretagne,39,lesneven,29,738
densite,bretagne,40,becherel,35,690
densite,bretagne,41,lhermitage,35,670
densite,bretagne,42,bruz,35,655
densite,bretagne,43,saint-renan,29,643
densite,bretagne,44,rochefort-en-terre,56,635
densite,bretagne,45,josselin,56,634
densite,bretagne,46,redon,35,621
densite,bretagne,47,thorigne-fouillard,35,613
densite,bretagne,48,morlaix,29,596
densite,bretagne,49,pontivy,56,591
densite,bretagne,50,saint-gregoire,35,579
densite,centre-val-de-loire,1,orleans,45,4 319
densite,centre-val-de-loire,2,tours,37,3 933
densite,centre-val-de-loire,3,montargis,45,3 765
